4,0,1,3,3,3,1,2,2,3,0,0,3,3,1,3,0,0,0,0,0,0,0,0,4,0,1,3,3,3,1,2,4,2,0,1,3,1,4,3,0,0,0,0,0,0,0,0,4,0,1,3,3,3,1,2,4,1,3,2,4,0,3,3,0,0,1,0,1,0,1,0,4,0,3,3,4,3,3,2,2,4,4,4,0,2,0,3,0,0,0,0,0,0,1,1,4,0,1,3,3,3,0,3,4,0,0,1,2,3,4,3,0,0,0,1,0,0,1,0,4,0,1,1,3,3,4,2,1,1,0,4,4,1,0,1,0,0,0,0,0,1,0,0,4,0,1,3,3,1,1,2,1,4,0,3,3,4,0,2,0,0,0,0,0,1,1,0,4,0,1,3,3,4,0,2,2,4,4,1,4,3,2,4,1,1,0,0,0,0,0,0,2,4,1,3,3,3,1,2,3,0,2,4,2,0,2,1,0,1,0,0,0,0,0,0,4,0,1,3,3,3,1,2,2,1,1,1,3,4,3,0,0,1,0,0,0,0,0,1,4,1,1,3,3,3,1,0,6,0,0,6,31,1,6,1,6,31,6,0,0,6,33,7,7,0,7,38,4,3,0,4,23,0,4,0,0,4,0,5,0,0,4,2,7,0,2,11,6,2,0,6,31,4,0,1,0,4
3,2,2,3,1,4,3,4,4,0,2,1,3,3,4,4,1,1,0,1,0,1,0,1,4,0,2,1,1,3,3,4,0,0,0,2,3,3,2,1,0,1,0,0,0,0,0,0,3,0,2,3,1,4,3,4,4,0,0,1,3,1,2,3,0,0,1,1,0,0,0,0,3,2,0,1,1,4,3,4,0,1,0,0,4,4,4,0,0,1,0,0,0,1,0,0,3,1,2,3,1,4,3,4,1,1,0,3,1,4,4,3,1,0,0,0,0,0,0,0,1,2,2,3,1,4,3,4,2,1,0,1,3,2,4,0,0,0,0,0,0,0,0,0,3,2,2,3,1,4,3,4,3,0,1,3,2,1,3,2,0,0,0,1,1,0,1,1,3,2,2,3,2,4,3,2,2,0,2,4,1,3,0,2,0,0,1,1,0,0,1,0,3,2,2,4,1,4,0,4,1,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,3,2,2,3,1,4,3,4,4,1,4,3,4,1,4,4,0,0,0,0,0,0,0,0,3,2,2,3,1,4,3,4,1,5,0,1,5,2,3,0,2,12,3,3,0,3,16,6,4,0,6,33,7,4,0,7,39,7,1,0,7,39,1,0,0,1,7,1,6,0,1,7,0,6,0,0,3,3,0,0,3,18
0,2,3,2,3,1,2,2,0,2,1,4,2,2,4,0,0,0,0,0,0,1,0,0,0,2,3,2,3,2,2,2,0,2,3,3,3,0,1,4,0,0,0,0,0,1,0,0,0,2,3,2,3,0,2,2,1,3,0,1,1,4,2,2,0,0,1,0,0,0,1,0,0,2,0,2,3,1,2,2,2,4,1,4,4,4,3,2,0,0,0,0,0,0,0,0,0,2,3,2,3,1,2,2,0,1,2,2,2,1,4,0,0,0,0,0,0,0,1,0,0,2,3,2,3,1,4,2,3,2,4,0,3,0,4,1,0,1,1,0,0,0,0,1,0,2,4,2,3,1,2,1,3,0,2,4,4,2,4,1,0,0,0,0,0,0,0,0,0,2,3,2,3,1,2,2,4,2,0,3,1,2,2,4,0,0,1,0,0,0,1,0,0,2,0,2,3,1,2,2,1,4,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,3,0,2,2,1,3,0,2,0,3,2,4,0,1,0,1,0,0,0,1,0,3,3,2,3,1,2,4,6,2,0,6,32,5,6,0,5,25,2,4,0,2,10,0,2,0,0,0,6,0,1,0,0,1,1,0,1,7,5,6,0,5,26,5,7,0,5,26,3,6,1,6,32,1,6,0,1,8
2,3,4,1,4,0,4,1,3,3,2,2,1,0,2,1,0,0,0,1,0,1,1,0,2,3,4,2,4,0,2,1,1,3,2,3,4,2,0,3,0,0,0,0,0,0,0,0,2,3,4,1,4,0,4,1,4,3,3,2,0,2,2,2,0,0,1,0,0,1,0,0,2,3,3,1,4,2,4,1,4,4,1,0,2,2,4,4,0,0,0,0,0,0,0,0,2,3,4,1,4,0,4,1,1,3,3,1,3,3,1,4,0,0,0,0,0,0,0,0,2,3,4,1,4,0,4,1,1,0,4,3,1,3,1,3,0,0,0,1,1,1,0,0,2,3,4,3,1,3,4,1,0,1,4,4,1,4,1,2,1,0,0,0,0,0,0,0,0,3,4,1,4,0,4,1,4,4,4,2,4,1,0,3,0,0,1,0,0,0,0,0,2,3,4,1,4,0,4,1,1,2,2,0,2,2,4,0,0,0,0,0,0,0,0,0,2,3,4,1,4,0,4,1,3,0,3,1,2,1,0,4,0,1,1,0,0,0,1,0,2,0,3,1,4,0,0,1,2,2,0,2,14,1,5,0,1,8,4,1,0,4,24,6,5,0,6,34,7,5,0,7,36,5,6,0,5,28,2,3,0,2,14,4,0,0,4,24,3,1,1,1,8,2,6,0,2,13
0,2,4,0,4,4,4,3,2,0,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,4,0,4,4,4,3,2,3,4,4,3,3,4,2,0,0,1,0,0,0,1,0,0,2,4,0,4,4,4,3,4,4,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,2,4,0,4,4,4,3,3,1,4,1,4,1,3,3,0,0,0,1,0,0,0,1,0,2,4,1,4,4,4,3,3,1,0,2,1,1,0,3,0,0,0,0,1,1,0,0,0,2,4,0,1,1,4,3,4,1,4,2,4,4,3,3,0,0,0,0,0,0,0,1,0,2,4,0,4,4,4,3,0,2,3,0,0,3,2,2,0,0,0,0,0,0,1,1,0,2,4,0,4,4,2,2,0,3,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,2,4,0,4,4,4,3,4,4,3,3,0,4,2,4,0,0,1,0,0,0,0,0,0,2,3,0,4,4,4,3,3,0,0,3,4,3,1,3,1,0,0,1,0,0,1,0,3,2,4,3,4,4,1,3,4,7,0,4,24,1,7,0,1,7,3,7,1,7,38,1,5,0,1,7,0,5,1,5,26,5,2,0,5,29,1,1,0,1,7,6,6,0,6,34,7,2,1,2,13,6,3,1,3,18
3,2,4,0,1,2,0,3,3,4,1,2,2,1,3,1,0,1,0,0,0,0,0,0,3,4,4,0,1,2,0,3,0,2,4,0,3,2,3,0,0,0,0,0,0,0,1,0,3,2,4,0,1,2,3,3,0,2,2,4,3,3,2,4,0,1,0,0,0,1,0,0,3,2,4,0,1,3,0,3,4,1,4,2,4,3,4,4,0,0,0,0,1,0,0,0,3,2,4,0,4,2,0,3,3,4,1,2,1,0,2,4,0,0,1,1,0,0,0,0,3,2,1,2,1,2,0,3,4,0,0,3,0,4,3,4,0,0,0,0,0,0,0,0,3,2,4,0,1,2,0,3,2,0,0,4,2,0,2,4,1,0,1,1,0,0,1,1,2,2,0,4,1,2,2,4,4,1,0,2,4,1,4,1,1,0,0,0,0,0,0,0,4,2,4,0,1,2,0,3,2,2,4,3,3,1,2,1,0,0,1,0,0,1,1,1,3,2,4,0,1,1,2,1,0,4,4,2,1,2,2,0,0,0,1,0,1,0,0,0,3,2,4,0,1,2,0,3,3,7,0,3,15,7,3,0,7,38,1,5,0,1,7,0,0,0,0,3,6,5,0,6,30,5,2,0,5,27,4,4,0,4,21,5,3,1,3,15,5,4,1,4,21,3,2,0,3,15
2,0,3,2,3,2,1,3,1,4,0,0,2,4,3,2,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,3,4,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,3,2,2,4,2,2,0,2,0,0,0,0,1,0,0,0,0,2,0,3,2,3,2,1,3,4,3,4,3,1,3,3,2,0,0,1,0,0,0,1,0,2,0,4,2,3,2,3,3,4,0,4,1,2,1,4,4,0,0,0,1,1,0,0,0,2,0,3,1,2,2,1,3,3,0,1,0,3,1,3,3,0,1,0,0,0,0,0,0,2,0,3,2,3,2,1,3,2,0,3,2,3,1,0,1,0,0,0,1,0,0,0,0,2,0,3,2,3,2,1,3,1,1,3,2,0,2,4,1,0,0,0,1,0,0,1,0,2,0,3,2,3,2,4,3,2,4,1,4,0,0,4,1,0,0,0,0,1,0,1,0,2,0,3,2,0,2,4,3,0,1,2,0,2,4,2,1,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,3,6,3,0,6,31,4,6,0,4,23,2,5,1,5,27,0,6,0,0,2,4,7,0,4,22,1,6,1,6,31,0,0,0,0,2,2,7,0,2,13,2,3,0,2,13,2,5,1,5,27
2,0,2,1,3,1,4,4,2,2,2,4,0,1,2,0,0,0,1,0,0,1,1,0,2,0,2,1,3,1,2,4,1,3,0,0,1,3,3,0,1,1,0,0,1,1,0,0,1,3,2,1,1,3,4,4,4,2,2,3,0,0,3,1,0,0,0,0,0,0,1,0,2,0,2,1,3,1,3,4,0,3,4,4,3,0,3,4,1,0,0,0,0,0,0,0,0,0,2,1,3,1,4,4,2,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,2,0,2,1,3,1,4,4,1,2,3,1,0,0,2,3,0,1,0,0,0,0,0,0,2,2,2,1,3,1,4,4,4,0,2,3,0,3,3,3,0,0,0,1,1,0,0,0,2,0,2,3,0,1,4,4,1,4,1,4,1,3,4,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,4,4,0,0,1,1,0,1,4,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,4,4,2,3,1,2,3,1,4,4,0,0,0,0,1,0,0,0,2,0,2,1,3,1,4,4,4,3,0,4,23,7,7,0,7,39,7,1,1,1,5,3,4,0,3,16,4,7,0,4,23,5,2,0,5,26,2,5,0,2,12,2,3,0,2,11,2,3,0,2,12,6,3,0,6,34
1,3,3,4,3,1,0,4,2,0,4,4,4,3,4,1,0,0,0,0,1,1,1,0,1,3,3,4,4,3,4,4,2,1,4,3,1,0,2,0,0,0,0,0,0,0,1,0,1,3,3,4,3,1,2,4,1,3,4,0,1,0,2,2,1,0,0,0,0,0,0,1,1,3,3,4,3,1,0,2,4,4,1,2,4,3,4,4,0,0,0,0,1,0,0,1,1,3,3,4,4,1,0,4,2,0,2,1,4,2,4,1,0,0,0,0,0,1,0,0,1,3,3,4,3,2,0,4,1,2,2,4,3,0,2,3,0,0,1,1,0,0,0,0,1,3,2,4,3,1,0,4,0,1,0,4,4,3,0,3,0,0,0,1,0,0,0,0,1,3,3,4,3,1,0,4,4,1,4,0,4,0,2,0,0,0,0,1,0,0,1,0,1,3,3,0,3,1,2,4,2,1,0,2,3,2,0,2,0,1,0,0,0,1,0,0,1,1,3,4,3,2,0,4,2,4,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,1,0,4,6,1,0,6,34,7,5,1,5,26,3,2,0,3,19,2,6,1,6,30,5,3,0,5,27,4,6,0,4,23,7,2,0,7,39,5,5,0,5,26,4,7,0,4,23,0,1,1,1,8
0,1,3,2,1,0,1,1,3,4,1,0,1,1,0,3,0,1,0,0,0,0,0,1,0,4,3,2,1,0,1,3,2,4,0,1,1,1,2,3,0,1,1,0,0,0,0,0,0,4,0,2,1,0,1,1,2,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,1,3,4,0,3,2,4,0,2,0,0,0,1,0,0,0,0,0,1,3,3,1,0,1,1,3,3,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,3,2,1,0,1,3,3,1,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,1,4,1,0,2,4,3,3,3,0,0,0,0,1,1,1,0,0,1,3,2,4,3,3,1,4,1,1,0,0,2,4,0,1,0,0,0,1,0,0,1,4,1,3,2,0,0,1,0,0,1,1,2,1,3,4,1,0,0,0,0,0,0,0,1,0,1,3,2,1,0,1,1,3,0,3,2,4,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,1,0,6,0,0,0,7,3,0,7,36,5,4,0,5,25,6,1,0,6,31,5,7,0,5,25,2,0,0,2,13,5,0,0,5,28,7,0,1,0,4,2,2,0,2,13,6,2,0,6,31
0,1,4,0,4,0,3,3,0,3,4,2,0,4,1,3,1,0,0,0,0,0,0,0,0,1,4,0,4,0,3,3,4,0,1,4,3,4,1,1,1,0,1,0,0,0,0,0,4,1,1,0,4,0,3,3,3,2,3,0,1,1,4,3,0,0,0,0,0,0,0,0,0,1,4,0,4,0,3,3,4,2,4,4,2,4,0,3,0,1,1,0,0,0,1,0,0,2,4,0,4,0,0,3,3,0,0,2,1,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,4,0,3,3,2,4,4,3,3,1,0,1,0,0,0,0,0,0,0,1,0,1,4,0,4,0,3,1,2,1,0,0,4,4,1,3,1,0,0,0,0,0,0,0,2,1,4,0,4,0,3,3,3,3,0,1,2,1,1,1,1,0,0,1,0,0,0,0,3,1,4,1,4,0,3,3,2,3,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,3,1,4,4,1,1,3,3,2,1,1,0,0,0,1,0,0,1,4,4,0,4,3,3,3,6,0,0,6,33,1,4,1,4,24,6,4,0,6,33,2,0,0,2,14,1,4,0,1,6,3,5,0,3,15,7,2,1,2,14,1,1,1,1,6,1,2,0,1,6,7,2,0,7,38
2,3,0,1,4,0,4,4,4,3,0,3,0,4,4,0,0,1,0,0,0,1,0,0,2,3,0,1,4,4,4,4,0,2,2,0,4,2,2,4,1,0,0,0,0,1,0,0,0,3,0,1,4,2,4,4,3,3,0,0,1,3,1,1,1,0,0,1,0,0,1,0,3,3,0,0,4,0,1,4,0,4,3,2,4,1,2,2,0,0,0,0,1,0,0,0,2,3,0,1,4,0,4,4,0,0,2,1,3,2,3,4,0,0,1,0,0,0,0,0,2,3,2,1,4,0,4,4,2,3,0,2,4,0,4,3,1,0,0,0,0,0,0,1,2,3,0,1,4,0,4,3,4,0,1,4,0,2,1,1,0,0,0,0,0,0,0,0,2,3,0,1,4,0,4,4,3,4,1,3,3,3,3,0,0,1,0,0,0,0,0,1,2,4,0,1,4,0,4,0,2,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,2,3,0,1,4,0,4,4,3,4,3,3,2,4,1,3,1,0,0,0,0,0,1,0,3,3,0,1,4,0,1,4,4,1,0,4,24,2,3,0,2,10,0,3,0,0,3,5,0,0,5,25,1,6,0,1,8,5,7,0,5,25,5,4,1,4,24,1,7,0,1,9,7,6,0,7,39,1,2,0,1,8
0,1,1,0,4,1,2,4,4,4,1,0,4,1,4,1,1,0,0,0,0,0,0,0,4,1,1,0,4,1,2,4,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,2,0,4,2,1,3,2,1,4,4,0,0,0,1,0,0,0,0,0,1,1,3,4,1,2,4,1,1,2,3,1,4,1,4,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,4,4,1,2,4,2,2,3,1,0,0,0,0,1,1,0,1,0,1,1,0,2,2,2,1,1,0,3,1,4,2,3,4,1,0,0,0,0,1,0,0,1,1,1,0,4,2,2,4,4,1,3,1,1,2,4,0,0,0,0,0,0,1,1,1,0,1,1,0,4,2,4,0,1,1,3,1,2,0,3,4,1,0,1,0,0,0,0,1,1,1,3,0,4,1,2,4,2,3,1,3,2,0,2,4,0,1,0,0,0,0,0,1,0,3,1,0,4,1,2,4,2,1,0,3,4,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,4,1,2,4,5,7,1,7,39,1,3,0,1,6,1,6,0,1,6,7,1,1,1,6,3,7,1,7,36,1,2,0,1,6,5,4,0,5,27,4,7,0,4,24,2,4,0,2,11,7,5,0,7,39
